Gender,Annual Income,Company,Transmission,Color,Price ($),Body Style,Dealer_Region
Male,13500,Mercedes-b,Auto,Black,18000,Hatchback,Greenville
Female,1525000,Mercedes-b,Auto,Pale white,15500,Hatchback,Pasco
Male,1310000,Chevrolet,Auto,Pale white,45000,Suv,Janesville
Female,13500,Toyota,Auto,Pale white,41000,Passenger,Scottsdale
Female,1465000,Volkswagen,Auto,Pale white,13500,Hatchback,Austin
Male,1250000,Volkswagen,Auto,Pale white,17000,Sedan,Middletown
Male,13500,Chrysler,Auto,Pale white,46000,Sedan,Aurora
Male,2504000,Ford,Auto,Pale white,19400,Sedan,Greenville
Male,700000,Volkswagen,Auto,Pale white,33000,Passenger,Pasco
Male,750000,Honda,Manual,Pale white,54000,Passenger,Janesville
Male,13500,Mercury,Auto,Black,33000,Hatchback,Scottsdale
Female,2857000,Ford,Manual,Black,49701,Hardtop,Pasco
Male,490000,Audi,Auto,Black,27001,Hardtop,Aurora
Male,630000,Dodge,Auto,Pale white,41001,Suv,Scottsdale
Female,522000,Ford,Manual,Black,18001,Suv,Austin
Male,605000,Dodge,Manual,Pale white,21001,Hardtop,Aurora
Male,973000,Lincoln,Manual,Pale white,82001,Passenger,Aurora
Male,545000,Mitsubishi,Manual,Pale white,12001,Hardtop,Aurora
Male,13500,Chrysler,Auto,Pale white,22001,Suv,Pasco
Male,881100,Chrysler,Auto,Black,26101,Hatchback,Janesville
Male,1060000,Hyundai,Manual,Black,15001,Suv,Scottsdale
Male,1225000,Buick,Manual,Pale white,45501,Hatchback,Austin
Male,621000,Mitsubishi,Auto,Black,27001,Hardtop,Greenville
Male,1800000,Ford,Manual,Pale white,14001,Suv,Aurora
Male,1440000,Oldsmobile,Manual,Pale white,19001,Sedan,Greenville
Male,515000,Subaru,Manual,Pale white,26001,Hardtop,Pasco
Male,1960000,Volkswagen,Manual,Pale white,21001,Hardtop,Austin
Male,1455000,Subaru,Auto,Black,22501,Hardtop,Scottsdale
Male,1315000,Acura,Manual,Black,21500,Hatchback,Janesville
Male,1950000,Mitsubishi,Auto,Pale white,42000,Passenger,Scottsdale
Female,771000,Dodge,Manual,Pale white,21000,Hardtop,Greenville
Female,850000,Ford,Auto,Pale white,15000,Passenger,Middletown
Male,650000,Acura,Manual,Pale white,31000,Suv,Aurora
Female,525000,Cadillac,Manual,Pale white,22000,Hardtop,Austin
Male,465000,Mercury,Auto,Black,9001,Suv,Pasco
Male,1620000,Bmw,Auto,Pale white,15000,Hatchback,Janesville
Female,13500,Nissan,Auto,Black,16000,Passenger,Scottsdale
Male,1600000,Chrysler,Manual,Pale white,26000,Sedan,Austin
Male,850000,Volvo,Manual,Pale white,21000,Sedan,Middletown
Male,790000,Chevrolet,Manual,Black,42000,Passenger,Aurora
Male,1122000,Mercedes-b,Manual,Pale white,12200,Hatchback,Greenville
Female,13500,Mercedes-b,Manual,Pale white,17000,Passenger,Pasco
Male,13500,Porsche,Auto,Pale white,22000,Hardtop,Middletown
Male,1300000,Lincoln,Manual,Black,17000,Hatchback,Scottsdale
Male,13500,Mitsubishi,Manual,Pale white,29000,Hardtop,Aurora
Male,705000,Lexus,Manual,Black,34001,Suv,Aurora
Male,504000,Volkswagen,Manual,Pale white,21001,Suv,Greenville
Male,413000,Saturn,Auto,Pale white,51001,Sedan,Pasco
Male,1010000,Mercury,Auto,Pale white,29001,Passenger,Janesville
Male,13500,Subaru,Manual,Pale white,17001,Suv,Scottsdale
Male,1220000,Lexus,Manual,Black,69001,Sedan,Austin
Male,13500,Volkswagen,Manual,Pale white,17001,Suv,Middletown
Male,1605000,Honda,Auto,Black,26501,Suv,Aurora
Male,587000,Volkswagen,Manual,Pale white,21001,Suv,Greenville
Female,2550000,Jaguar,Manual,Pale white,21001,Passenger,Pasco
Male,475000,Chrysler,Manual,Pale white,21001,Sedan,Janesville
Female,650000,Nissan,Manual,Pale white,31000,Passenger,Scottsdale
Female,1278000,Ford,Manual,Black,18800,Suv,Austin
Male,13500,Bmw,Auto,Pale white,19000,Hatchback,Middletown
Male,13500,Ford,Manual,Pale white,43000,Hatchback,Aurora
Male,1075000,Mercury,Manual,Pale white,22500,Hatchback,Greenville
Male,465000,Mercedes-b,Manual,Pale white,17000,Passenger,Pasco
Male,13500,Toyota,Manual,Pale white,27000,Suv,Austin
Female,515000,Mercedes-b,Manual,Black,26000,Passenger,Janesville
Female,635000,Saturn,Auto,Black,33000,Hardtop,Pasco
Male,13500,Volkswagen,Manual,Pale white,27000,Hatchback,Austin
Male,580000,Audi,Auto,Black,14000,Suv,Middletown
Male,13500,Chrysler,Auto,Pale white,16000,Suv,Aurora
Male,900000,Bmw,Auto,Pale white,62000,Suv,Greenville
Male,925000,Dodge,Auto,Pale white,41000,Suv,Pasco
Male,1155000,Mercedes-b,Manual,Black,18500,Suv,Janesville
Male,1232000,Mercedes-b,Auto,Pale white,14200,Suv,Scottsdale
Male,540000,Saturn,Auto,Pale white,25000,Passenger,Austin
Male,852000,Toyota,Auto,Pale white,53000,Hardtop,Austin
Male,471000,Saab,Auto,Black,23000,Sedan,Aurora
Male,595000,Mercury,Auto,Pale white,29000,Passenger,Greenville
Male,621000,Chevrolet,Manual,Pale white,22000,Suv,Pasco
Male,208000,Cadillac,Manual,Black,34000,Sedan,Janesville
Male,360000,Mercury,Auto,Pale white,26000,Sedan,Scottsdale
Male,1302500,Toyota,Auto,Pale white,53250,Hatchback,Austin
Male,1445000,Nissan,Manual,Black,12500,Suv,Janesville
Female,13500,Dodge,Manual,Pale white,25000,Hatchback,Scottsdale
Female,1350000,Toyota,Manual,Black,34000,Hatchback,Austin
Female,1840000,Mercury,Manual,Pale white,14000,Passenger,Middletown
Female,13500,Chevrolet,Manual,Pale white,13000,Passenger,Aurora
Male,13500,Saab,Manual,Pale white,28000,Hatchback,Greenville
Male,13500,Mercedes-b,Manual,Pale white,14000,Hatchback,Pasco
Male,980000,Nissan,Manual,Pale white,31000,Passenger,Janesville
Male,2630000,Saturn,Auto,Black,33001,Hardtop,Austin
Male,1001000,Mercury,Auto,Black,19101,Suv,Middletown
Male,655000,Lincoln,Manual,Black,42001,Passenger,Aurora
Male,1050000,Mitsubishi,Auto,Pale white,21001,Hatchback,Greenville
Male,1051000,Porsche,Auto,Pale white,22101,Hardtop,Aurora
Female,1330000,Mercedes-b,Manual,Pale white,26001,Hardtop,Middletown
Male,923000,Hyundai,Manual,Black,15001,Suv,Scottsdale
Male,13500,Mitsubishi,Manual,Pale white,24001,Sedan,Austin
Male,13500,Dodge,Manual,Pale white,25001,Hardtop,Austin
Female,308000,Audi,Manual,Black,15000,Suv,Middletown
Male,420000,Acura,Auto,Black,28000,Hatchback,Aurora
Female,385000,Ford,Manual,Pale white,24000,Hardtop,Pasco
Male,13500,Ford,Manual,Pale white,43000,Hatchback,Pasco
Male,458000,Toyota,Auto,Pale white,12000,Suv,Janesville
Male,395000,Subaru,Auto,Black,22000,Hardtop,Pasco
Male,440000,Volvo,Auto,Black,26000,Hardtop,Middletown
Male,13500,Nissan,Auto,Pale white,75000,Hardtop,Pasco
Male,4011000,Mitsubishi,Manual,Black,49101,Hatchback,Aurora
Male,610000,Dodge,Manual,Pale white,27001,Suv,Janesville
Male,13500,Toyota,Manual,Pale white,22001,Hatchback,Scottsdale
Male,690000,Plymouth,Auto,Pale white,39001,Hatchback,Austin
Male,1535000,Ford,Manual,Black,12501,Passenger,Middletown
Female,13500,Bmw,Auto,Pale white,22001,Hatchback,Aurora
Male,1470000,Saturn,Auto,Pale white,45001,Sedan,Greenville
Male,1486000,Nissan,Manual,Pale white,22601,Sedan,Pasco
Male,420000,Oldsmobile,Auto,Pale white,45000,Suv,Janesville
Male,750000,Bmw,Auto,Pale white,19000,Hatchback,Scottsdale
Male,600000,Volkswagen,Auto,Pale white,35000,Hardtop,Greenville
Male,1725000,Chrysler,Auto,Pale white,20500,Hatchback,Middletown
Male,616000,Toyota,Auto,Black,28000,Hatchback,Aurora
Male,13500,Chrysler,Auto,Pale white,42000,Sedan,Greenville
Male,13500,Mitsubishi,Auto,Pale white,39000,Hardtop,Janesville
Male,1470000,Jeep,Auto,Pale white,13000,Hatchback,Janesville
Male,13500,Volkswagen,Auto,Pale white,31000,Hatchback,Scottsdale
Male,1400000,Bmw,Manual,Pale white,16000,Suv,Austin
Male,810000,Volkswagen,Auto,Pale white,31000,Hatchback,Middletown
Male,13500,Ford,Auto,Pale white,29000,Passenger,Scottsdale
Male,13500,Lexus,Manual,Pale white,25000,Sedan,Austin
Male,1495000,Mercedes-b,Manual,Pale white,29500,Suv,Middletown
Male,13500,Lexus,Auto,Black,12000,Hatchback,Aurora
Male,1825000,Chevrolet,Manual,Pale white,21500,Hatchback,Greenville
Male,1700000,Mitsubishi,Manual,Pale white,19000,Hatchback,Pasco
Male,1400000,Pontiac,Auto,Pale white,19000,Hatchback,Janesville
Male,1075000,Mitsubishi,Auto,Pale white,21500,Hatchback,Scottsdale
Male,1860000,Nissan,Manual,Pale white,20000,Hatchback,Austin
Male,13500,Dodge,Manual,Pale white,16000,Hatchback,Middletown
Male,1500000,Acura,Manual,Pale white,17000,Suv,Aurora
Male,870000,Chrysler,Auto,Black,26000,Hatchback,Greenville
Male,555000,Subaru,Auto,Black,22001,Hardtop,Greenville
Male,13500,Mitsubishi,Auto,Black,18001,Hatchback,Greenville
Female,622000,Honda,Manual,Pale white,45001,Hatchback,Pasco
Male,1475000,Jeep,Manual,Pale white,15501,Suv,Janesville
Male,450000,Pontiac,Auto,Pale white,19001,Suv,Scottsdale
Male,525000,Buick,Auto,Pale white,12001,Hatchback,Austin
Male,13500,Mitsubishi,Auto,Pale white,19001,Sedan,Middletown
Male,1225000,Jeep,Manual,Pale white,23501,Hatchback,Aurora
Male,13500,Bmw,Auto,Black,31001,Suv,Greenville
Female,520000,Toyota,Auto,Pale white,31001,Suv,Pasco
Female,13500,Chevrolet,Manual,Pale white,57001,Hardtop,Austin
Male,1475000,Mercury,Manual,Pale white,21500,Hardtop,Janesville
Male,677000,Lexus,Auto,Black,12001,Hatchback,Greenville
Male,13500,Bmw,Auto,Pale white,15000,Hatchback,Pasco
Male,13500,Acura,Manual,Black,18000,Suv,Janesville
Male,700000,Honda,Manual,Pale white,27000,Passenger,Scottsdale
Male,860000,Oldsmobile,Manual,Pale white,25000,Suv,Austin
Male,870000,Acura,Manual,Pale white,26000,Suv,Middletown
Male,1116000,Ford,Manual,Black,69600,Suv,Aurora
Male,1450000,Oldsmobile,Manual,Pale white,14000,Sedan,Greenville
Male,930000,Saturn,Manual,Black,36000,Passenger,Pasco
Female,1110000,Lincoln,Manual,Pale white,82000,Passenger,Janesville
Male,700000,Chevrolet,Auto,Pale white,24000,Sedan,Scottsdale
Male,13500,Mercedes-b,Manual,Pale white,26000,Hardtop,Middletown
Female,460000,Jaguar,Manual,Pale white,45000,Passenger,Austin
Male,1615000,Buick,Auto,Black,19500,Passenger,Middletown
Male,13500,Volkswagen,Auto,Black,16000,Sedan,Aurora
Male,1730000,Oldsmobile,Manual,Pale white,34000,Passenger,Greenville
Male,13500,Acura,Manual,Pale white,34000,Suv,Pasco
Male,779000,Saturn,Auto,Pale white,45000,Sedan,Janesville
Male,1850000,Nissan,Manual,Pale white,12000,Hatchback,Scottsdale
Male,13500,Mercury,Manual,Pale white,21000,Suv,Austin
Female,1950000,Ford,Auto,Black,12000,Suv,Janesville
Male,1910000,Chevrolet,Auto,Black,31000,Passenger,Scottsdale
Male,13500,Ford,Auto,Pale white,42000,Hatchback,Austin
Male,2600000,Dodge,Auto,Black,16000,Passenger,Middletown
Female,592000,Ford,Auto,Pale white,42000,Hatchback,Aurora
Male,420000,Jeep,Auto,Pale white,19000,Hatchback,Greenville
Male,730000,Mitsubishi,Auto,Pale white,21000,Hatchback,Pasco
Male,826000,Toyota,Auto,Pale white,26000,Passenger,Janesville
Male,13500,Ford,Manual,Black,18000,Hardtop,Janesville
Female,810000,Ford,Auto,Black,26000,Suv,Austin
Female,410000,Dodge,Auto,Pale white,19000,Hardtop,Scottsdale
Male,1830000,Lexus,Auto,Pale white,46000,Sedan,Aurora
Female,850000,Dodge,Manual,Pale white,20000,Hardtop,Austin
Male,1510000,Nissan,Manual,Pale white,29000,Sedan,Pasco
Male,1650000,Mercury,Auto,Black,33000,Hatchback,Janesville
Male,965000,Mitsubishi,Auto,Black,45000,Hardtop,Aurora
Male,2000000,Lincoln,Manual,Black,18000,Passenger,Pasco
Male,1400000,Nissan,Auto,Black,9000,Passenger,Janesville
Male,1300000,Infiniti,Manual,Pale white,22000,Hatchback,Austin
Male,13500,Ford,Manual,Pale white,13000,Passenger,Austin
Female,13500,Jeep,Manual,Pale white,21000,Suv,Middletown
Male,1600000,Honda,Manual,Pale white,14000,Sedan,Aurora
Male,1780000,Bmw,Auto,Black,18000,Sedan,Greenville
Male,1200000,Volkswagen,Auto,Black,16000,Sedan,Pasco
Female,770000,Pontiac,Auto,Black,18000,Sedan,Janesville
Male,480000,Dodge,Manual,Pale white,19000,Hardtop,Austin
Male,1310000,Audi,Manual,Black,44001,Passenger,Janesville
Male,13500,Volkswagen,Manual,Pale white,20001,Hatchback,Scottsdale
Male,1415000,Audi,Auto,Pale white,42501,Suv,Austin
Male,601000,Volvo,Auto,Black,12001,Hatchback,Middletown
Male,13500,Dodge,Auto,Black,22001,Passenger,Aurora
Male,440000,Volvo,Manual,Black,36001,Hatchback,Greenville
Male,370000,Ford,Auto,Pale white,42001,Hatchback,Pasco
Male,1051000,Plymouth,Manual,Pale white,16101,Hatchback,Janesville
Male,13500,Oldsmobile,Manual,Pale white,14000,Sedan,Janesville
Male,358500,Audi,Manual,Black,25500,Suv,Scottsdale
Male,1000000,Oldsmobile,Auto,Pale white,46000,Sedan,Austin
Male,770000,Mercedes-b,Auto,Black,39000,Suv,Middletown
Female,13500,Nissan,Manual,Pale white,16000,Sedan,Aurora
Male,1008000,Oldsmobile,Auto,Pale white,15800,Hatchback,Greenville
Male,1015000,Bmw,Auto,Pale white,62500,Suv,Pasco
Male,1371000,Ford,Auto,Black,11101,Passenger,Janesville
Male,1054000,Nissan,Manual,Pale white,20401,Hatchback,Scottsdale
Male,13500,Honda,Manual,Black,43000,Hatchback,Aurora
Male,500000,Buick,Auto,Pale white,62001,Hatchback,Greenville
Male,950000,Lexus,Auto,Pale white,15001,Suv,Pasco
Male,13500,Saab,Auto,Black,23001,Sedan,Janesville
Male,450000,Infiniti,Auto,Black,49001,Suv,Scottsdale
Male,13500,Saturn,Auto,Pale white,18001,Hatchback,Austin
Male,1102000,Acura,Manual,Pale white,14200,Hatchback,Middletown
Male,1275000,Volkswagen,Auto,Pale white,22500,Passenger,Aurora
Male,1065000,Volkswagen,Auto,Black,22500,Passenger,Greenville
Male,13500,Toyota,Auto,Pale white,31000,Suv,Austin
Male,13500,Saturn,Auto,Pale white,20000,Suv,Janesville
Male,1960000,Oldsmobile,Manual,Black,17000,Hatchback,Scottsdale
Male,1650000,Infiniti,Auto,Black,21000,Hardtop,Pasco
Female,13500,Oldsmobile,Auto,Pale white,15000,Hatchback,Middletown
Male,1248500,Audi,Manual,Pale white,13850,Suv,Aurora
Male,580000,Subaru,Manual,Pale white,17000,Hardtop,Middletown
Male,452000,Infiniti,Manual,Pale white,22000,Hardtop,Janesville
Male,745000,Ford,Auto,Pale white,22000,Hatchback,Janesville
Female,1425000,Oldsmobile,Manual,Pale white,15500,Sedan,Scottsdale
Male,1206000,Subaru,Manual,Pale white,49601,Suv,Scottsdale
Male,1055000,Honda,Auto,Pale white,21501,Sedan,Austin
Male,785000,Lexus,Manual,Black,69000,Sedan,Pasco
Male,770000,Ford,Manual,Black,69000,Suv,Scottsdale
Male,13500,Volkswagen,Auto,Pale white,25000,Suv,Austin
Male,775000,Plymouth,Manual,Pale white,16000,Hatchback,Middletown
Male,1480000,Volkswagen,Auto,Pale white,18000,Hatchback,Aurora
Male,2900000,Mercedes-b,Auto,Black,33000,Hatchback,Greenville
Female,13500,Ford,Auto,Black,26000,Suv,Pasco
Male,13500,Dodge,Auto,Black,19000,Suv,Janesville
Male,1590000,Cadillac,Manual,Pale white,31000,Passenger,Scottsdale
Male,13500,Toyota,Manual,Pale white,14001,Suv,Austin
Female,13500,Acura,Auto,Pale white,24001,Hatchback,Janesville
Male,13500,Mitsubishi,Manual,Pale white,12001,Hatchback,Scottsdale
Male,2840000,Toyota,Manual,Pale white,14001,Passenger,Austin
Male,1580000,Volvo,Auto,Pale white,42001,Sedan,Middletown
Female,915000,Honda,Auto,Pale white,19001,Sedan,Austin
Male,900000,Bmw,Auto,Black,16001,Sedan,Middletown
Female,550000,Pontiac,Manual,Pale white,43001,Sedan,Aurora
Female,500000,Acura,Manual,Black,21001,Hatchback,Greenville
Male,940000,Mitsubishi,Auto,Pale white,42001,Passenger,Pasco
Male,13500,Chevrolet,Manual,Pale white,57000,Hardtop,Middletown
Male,257500,Ford,Auto,Pale white,15501,Passenger,Scottsdale
Male,257500,Acura,Manual,Pale white,31501,Suv,Austin
Male,1360000,Chevrolet,Auto,Pale white,25001,Hardtop,Pasco
Female,635000,Mercury,Auto,Black,9001,Suv,Aurora
Male,520000,Bmw,Auto,Pale white,15001,Hatchback,Greenville
Male,715000,Nissan,Auto,Black,16001,Passenger,Pasco
Male,720000,Toyota,Manual,Black,29001,Hatchback,Middletown
Male,1400000,Porsche,Auto,Pale white,22000,Hardtop,Aurora
Male,1655000,Cadillac,Manual,Pale white,31501,Passenger,Greenville
Male,1181000,Nissan,Auto,Pale white,20101,Hatchback,Pasco
Male,1600000,Volvo,Manual,Pale white,17001,Sedan,Janesville
Male,13500,Subaru,Auto,Pale white,57001,Suv,Scottsdale
Male,2875000,Chevrolet,Auto,Pale white,25501,Suv,Austin
Male,990000,Acura,Manual,Black,18001,Suv,Middletown
Female,650000,Honda,Manual,Pale white,27001,Passenger,Aurora
Male,13500,Volkswagen,Manual,Black,25000,Suv,Greenville
Male,1950000,Volkswagen,Auto,Pale white,32000,Hatchback,Pasco
Male,3400000,Hyundai,Manual,Black,20000,Suv,Janesville
Male,1223500,Audi,Manual,Pale white,13350,Suv,Janesville
Male,845000,Lexus,Auto,Black,22000,Suv,Scottsdale
Male,1720000,Bmw,Manual,Black,21000,Suv,Austin
Male,13500,Plymouth,Manual,Black,29000,Suv,Middletown
Male,13500,Ford,Auto,Pale white,31000,Sedan,Aurora
Male,1225000,Oldsmobile,Manual,Pale white,34500,Sedan,Greenville
Male,630000,Volkswagen,Auto,Pale white,20000,Suv,Pasco
Male,1460000,Volkswagen,Auto,Pale white,17000,Sedan,Janesville
Male,421000,Audi,Manual,Pale white,12000,Suv,Scottsdale
Female,13500,Chevrolet,Manual,Pale white,22000,Suv,Austin
Male,13500,Chevrolet,Manual,Pale white,24000,Suv,Middletown
Male,2090000,Subaru,Auto,Pale white,19000,Suv,Aurora
Male,715000,Chevrolet,Manual,Black,27000,Hardtop,Scottsdale
Female,605000,Chevrolet,Auto,Pale white,12000,Passenger,Middletown
Male,410000,Audi,Manual,Pale white,12000,Hardtop,Scottsdale
Male,6800000,Bmw,Auto,Pale white,15000,Hatchback,Greenville
Male,1715000,Chevrolet,Manual,Pale white,28500,Suv,Pasco
Male,1450000,Saab,Auto,Black,41000,Hatchback,Janesville
Male,1450000,Audi,Auto,Black,27000,Suv,Scottsdale
Male,2000000,Lincoln,Manual,Black,49000,Passenger,Austin
Male,490000,Nissan,Auto,Black,26000,Passenger,Middletown
Male,817000,Pontiac,Manual,Pale white,43000,Sedan,Aurora
Male,1100000,Oldsmobile,Auto,Pale white,46000,Sedan,Greenville
Female,940000,Porsche,Manual,Pale white,14000,Suv,Pasco
Male,1100000,Mercury,Auto,Pale white,21001,Hatchback,Aurora
Male,1000000,Buick,Auto,Black,61001,Hatchback,Greenville
Male,13500,Mitsubishi,Auto,Pale white,39001,Hatchback,Pasco
Male,2500000,Saturn,Auto,Pale white,25001,Passenger,Janesville
Male,1700000,Volvo,Manual,Black,17001,Hatchback,Scottsdale
Male,1405000,Mercury,Manual,Pale white,21501,Hatchback,Austin
Male,1290000,Cadillac,Auto,Pale white,22001,Suv,Middletown
Male,1900000,Chrysler,Manual,Pale white,26001,Sedan,Janesville
Male,1480000,Volvo,Manual,Pale white,21001,Sedan,Scottsdale
Female,2200000,Chevrolet,Manual,Black,42001,Passenger,Austin
Male,760000,Mercedes-b,Manual,Pale white,12001,Hatchback,Middletown
Male,2635000,Mercedes-b,Manual,Pale white,17501,Passenger,Aurora
Male,566000,Saturn,Auto,Black,33000,Hardtop,Greenville
Male,400000,Lincoln,Manual,Black,17001,Hatchback,Pasco
Male,1785000,Volkswagen,Auto,Black,9500,Hatchback,Scottsdale
Male,13500,Lexus,Manual,Pale white,54001,Suv,Austin
Male,1315000,Chrysler,Auto,Pale white,46501,Sedan,Middletown
Male,13500,Dodge,Manual,Pale white,37001,Hatchback,Aurora
Female,13500,Chevrolet,Manual,Pale white,13001,Passenger,Greenville
Male,1210000,Dodge,Auto,Pale white,21001,Sedan,Pasco
Male,1275000,Hyundai,Manual,Pale white,13500,Suv,Janesville
Male,13500,Mercedes-b,Manual,Black,22000,Suv,Greenville
Male,1029000,Mitsubishi,Auto,Pale white,42900,Passenger,Pasco
Male,1758000,Plymouth,Auto,Pale white,39800,Suv,Janesville
Male,13500,Oldsmobile,Manual,Pale white,41000,Sedan,Scottsdale
Male,13500,Volkswagen,Auto,Pale white,31000,Hatchback,Austin
Female,13500,Chevrolet,Auto,Pale white,24000,Sedan,Middletown
Male,700000,Hyundai,Manual,Black,18000,Hatchback,Aurora
Male,1715000,Dodge,Manual,Pale white,21500,Hardtop,Janesville
Male,1555000,Mercury,Manual,Pale white,16500,Suv,Austin
Female,13500,Toyota,Auto,Pale white,45000,Suv,Middletown
Male,13500,Chrysler,Auto,Pale white,46000,Hardtop,Austin
Male,870000,Lexus,Manual,Black,53000,Hatchback,Greenville
Male,470000,Oldsmobile,Manual,Pale white,37000,Suv,Pasco
Male,1750000,Toyota,Auto,Pale white,45000,Suv,Janesville
Male,13500,Jaguar,Manual,Pale white,45001,Passenger,Aurora
Male,3207000,Mitsubishi,Manual,Black,25701,Hatchback,Greenville
Male,13500,Ford,Auto,Pale white,62001,Sedan,Pasco
Male,880000,Volkswagen,Auto,Black,22001,Passenger,Janesville
Male,1920000,Mitsubishi,Auto,Black,45001,Hatchback,Austin
Male,1301000,Lexus,Auto,Black,16101,Hatchback,Austin
Male,13500,Bmw,Auto,Black,16001,Sedan,Middletown
Male,13500,Subaru,Auto,Pale white,57001,Suv,Aurora
Male,2570000,Buick,Auto,Pale white,62001,Hatchback,Greenville
Female,1800000,Ford,Manual,Black,69001,Suv,Pasco
Male,13500,Chevrolet,Manual,Pale white,20001,Suv,Janesville
Male,13500,Acura,Auto,Black,28001,Hatchback,Scottsdale
Female,1450000,Mercury,Manual,Pale white,16001,Suv,Austin
Male,2550000,Lexus,Auto,Pale white,27001,Hatchback,Middletown
Male,805000,Toyota,Auto,Pale white,53000,Hardtop,Austin
Male,13500,Audi,Manual,Black,15001,Suv,Scottsdale
Female,1705000,Acura,Auto,Black,28501,Hatchback,Austin
Male,2330000,Volkswagen,Auto,Pale white,35000,Hardtop,Austin
Male,1310000,Ford,Manual,Pale white,43001,Hatchback,Aurora
Male,626000,Toyota,Auto,Pale white,12001,Suv,Greenville
Male,650000,Mitsubishi,Auto,Pale white,39000,Hardtop,Middletown
Male,1410000,Honda,Manual,Pale white,27000,Hardtop,Middletown
Male,13500,Mitsubishi,Manual,Pale white,29000,Hardtop,Austin
Male,1148000,Mitsubishi,Manual,Black,49801,Hatchback,Austin
Female,13500,Lexus,Auto,Black,12001,Hatchback,Janesville
Male,13500,Bmw,Auto,Pale white,15001,Hatchback,Scottsdale
Male,1540000,Acura,Manual,Black,18001,Suv,Janesville
Male,1210000,Honda,Manual,Pale white,27001,Passenger,Scottsdale
Male,13500,Ford,Manual,Black,43000,Suv,Scottsdale
Male,1141000,Toyota,Manual,Pale white,22100,Hatchback,Austin
Male,13500,Porsche,Auto,Black,26000,Suv,Middletown
Male,13500,Ford,Manual,Black,18000,Hardtop,Greenville
Male,1700000,Volkswagen,Auto,Pale white,31000,Hatchback,Greenville
Male,1290000,Bmw,Manual,Black,21000,Suv,Pasco
Male,750000,Mitsubishi,Auto,Pale white,21000,Hatchback,Janesville
Male,674000,Toyota,Manual,Black,85000,Hatchback,Scottsdale
Female,13500,Porsche,Auto,Pale white,22000,Hardtop,Janesville
Male,1700000,Bmw,Manual,Pale white,21000,Hatchback,Janesville
Female,435000,Mitsubishi,Manual,Pale white,24000,Sedan,Scottsdale
Male,875000,Dodge,Auto,Black,22000,Passenger,Austin
Male,1360000,Mercury,Auto,Pale white,21000,Hardtop,Aurora
Male,1851000,Chevrolet,Manual,Pale white,14101,Suv,Aurora
Male,1420000,Volvo,Manual,Black,22001,Suv,Greenville
Female,13500,Plymouth,Auto,Black,9001,Suv,Pasco
Female,875000,Hyundai,Manual,Pale white,22001,Sedan,Janesville
Male,550000,Acura,Auto,Pale white,29001,Hatchback,Scottsdale
Male,2595000,Nissan,Manual,Pale white,12500,Hatchback,Austin
Female,1060000,Chevrolet,Manual,Pale white,14000,Suv,Janesville
Male,710000,Toyota,Manual,Black,27000,Passenger,Scottsdale
Male,650000,Plymouth,Manual,Pale white,16000,Hatchback,Austin
Female,662000,Dodge,Manual,Pale white,25000,Suv,Middletown
Male,13500,Cadillac,Manual,Pale white,37000,Passenger,Aurora
Male,385000,Mercedes-b,Auto,Pale white,46000,Passenger,Greenville
Male,13500,Jeep,Manual,Pale white,23000,Hatchback,Pasco
Male,740000,Ford,Auto,Black,22000,Hatchback,Janesville
Female,13500,Honda,Manual,Black,43000,Sedan,Scottsdale
Male,1190000,Mitsubishi,Manual,Black,25000,Hardtop,Greenville
Male,1450000,Chevrolet,Manual,Pale white,21000,Hardtop,Aurora
Male,572500,Audi,Auto,Black,27500,Suv,Middletown
Male,13500,Acura,Auto,Black,45000,Passenger,Aurora
Male,1325000,Honda,Auto,Pale white,39500,Suv,Greenville
Male,2220000,Chevrolet,Auto,Pale white,19000,Passenger,Pasco
Male,428000,Chevrolet,Auto,Pale white,15000,Hardtop,Greenville
Female,1520000,Toyota,Manual,Pale white,19000,Passenger,Scottsdale
Male,1271000,Toyota,Manual,Pale white,24100,Hardtop,Scottsdale
Female,13500,Ford,Auto,Pale white,42000,Hatchback,Janesville
Male,2350000,Ford,Manual,Pale white,22000,Suv,Scottsdale
Male,905000,Chevrolet,Auto,Pale white,19000,Passenger,Austin
Male,3778000,Dodge,Manual,Pale white,25800,Hatchback,Middletown
Male,2030000,Mercury,Auto,Pale white,29000,Passenger,Aurora
Male,1915000,Dodge,Manual,Black,11500,Sedan,Aurora
Female,1840000,Nissan,Manual,Pale white,22000,Sedan,Greenville
Male,13500,Dodge,Auto,Pale white,22000,Passenger,Pasco
Female,755000,Chevrolet,Manual,Pale white,22000,Suv,Janesville
Male,1650000,Plymouth,Manual,Pale white,16000,Hatchback,Austin
Female,1460000,Volkswagen,Auto,Pale white,45000,Hatchback,Austin
Female,1760000,Dodge,Manual,Black,11000,Sedan,Middletown
Female,1600000,Hyundai,Manual,Pale white,26000,Sedan,Aurora
Male,1530000,Mitsubishi,Manual,Pale white,19000,Hatchback,Greenville
Male,805000,Lexus,Auto,Pale white,31000,Hatchback,Pasco
Male,13500,Porsche,Auto,Pale white,32000,Passenger,Janesville
Male,935000,Oldsmobile,Manual,Pale white,25001,Suv,Austin
Male,510000,Acura,Manual,Pale white,26001,Suv,Middletown
Male,861000,Ford,Manual,Black,69001,Suv,Aurora
Male,732000,Oldsmobile,Manual,Pale white,14001,Sedan,Greenville
