Date,Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region,Year,Month
2022-11-21,Male,13500,Chevrolet,Prizm,Auto,Red,15000,Hardtop,Greenville,2022,11
2022-11-21,Male,970000,Lexus,Ls400,Auto,Pale white,27000,Sedan,Austin,2022,11
2022-11-21,Male,1225000,Ford,Crown victoria,Auto,Red,29500,Passenger,Middletown,2022,11
2022-11-21,Male,1535000,Volkswagen,Passat,Auto,Red,13500,Hatchback,Greenville,2022,11
2022-11-21,Male,13500,Subaru,Forester,Auto,Black,22000,Hardtop,Aurora,2022,11
2022-11-21,Male,850000,Saturn,Sc,Manual,Red,61000,Hardtop,Pasco,2022,11
2022-11-21,Male,580000,Mercedes-b,Sl-class,Manual,Red,17000,Hardtop,Scottsdale,2022,11
2022-11-21,Male,1210000,Audi,A6,Manual,Black,25000,Suv,Austin,2022,11
2022-11-21,Male,1188000,Nissan,Maxima,Manual,Pale white,22800,Sedan,Middletown,2022,11
2022-11-21,Male,590000,Oldsmobile,Silhouette,Manual,Red,34000,Sedan,Aurora,2022,11
2022-11-21,Male,1031100,Honda,Cr-v,Auto,Black,31110,Suv,Greenville,2022,11
2022-11-21,Male,1076500,Honda,Civic,Auto,Pale white,25650,Hatchback,Pasco,2022,11
2022-11-21,Male,402500,Ford,Focus,Manual,Red,17500,Hardtop,Middletown,2022,11
2022-11-21,Male,1360000,Mercedes-b,Slk230,Manual,Red,71000,Hatchback,Scottsdale,2022,11
2022-11-21,Male,700000,Pontiac,Grand am,Auto,Pale white,12000,Suv,Austin,2022,11
2022-11-21,Male,920000,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Middletown,2022,11
2022-11-21,Male,1385000,Nissan,Pathfinder,Auto,Red,21500,Hardtop,Aurora,2022,11
2022-11-21,Male,1250000,Toyota,Rav4,Auto,Pale white,27000,Hatchback,Greenville,2022,11
2022-11-21,Male,1950000,Audi,A6,Manual,Black,25000,Suv,Pasco,2022,11
2022-11-21,Male,1405000,Audi,A8,Manual,Black,44500,Passenger,Janesville,2022,11
2022-11-21,Female,770000,Chrysler,Concorde,Auto,Black,12000,Hardtop,Pasco,2022,11
2022-11-21,Male,2000000,Honda,Civic,Auto,Pale white,25000,Hatchback,Austin,2022,11
2022-11-21,Male,1655000,Volvo,S40,Manual,Red,17500,Sedan,Middletown,2022,11
2022-11-21,Male,1980000,Cadillac,Eldorado,Auto,Black,60000,Passenger,Aurora,2022,11
2022-11-22,Female,610000,Pontiac,Firebird,Manual,Black,43000,Hatchback,Middletown,2022,11
2022-11-22,Male,696000,Dodge,Stratus,Manual,Red,25000,Hatchback,Aurora,2022,11
2022-11-22,Male,660000,Nissan,Quest,Manual,Black,12001,Suv,Greenville,2022,11
2022-11-22,Male,579000,Subaru,Forester,Auto,Black,22001,Hatchback,Pasco,2022,11
2022-11-22,Male,856500,Cadillac,Catera,Auto,Pale white,75501,Hatchback,Janesville,2022,11
2022-11-22,Female,380000,Oldsmobile,Silhouette,Auto,Black,60000,Sedan,Scottsdale,2022,11
2022-11-22,Male,510000,Volkswagen,Jetta,Auto,Pale white,38000,Passenger,Austin,2022,11
2022-11-22,Male,13500,Oldsmobile,Bravada,Manual,Black,17000,Hatchback,Middletown,2022,11
2022-11-22,Female,536000,Porsche,Carrera coupe,Auto,Red,22000,Hatchback,Aurora,2022,11
2022-11-22,Male,765000,Lincoln,Town car,Auto,Black,26000,Hatchback,Greenville,2022,11
2022-11-22,Male,475000,Ford,Crown victoria,Manual,Pale white,20000,Passenger,Pasco,2022,11
2022-11-22,Male,550000,Nissan,Xterra,Auto,Black,9000,Passenger,Janesville,2022,11
2022-11-22,Male,505000,Chevrolet,Prizm,Auto,Red,15000,Hatchback,Austin,2022,11
2022-11-22,Male,495000,Subaru,Forester,Auto,Black,22000,Hatchback,Austin,2022,11
2022-11-22,Male,13500,Ford,Mustang,Manual,Red,25001,Hatchback,Middletown,2022,11
2022-11-22,Male,1253000,Mitsubishi,Diamante,Auto,Black,18301,Hatchback,Aurora,2022,11
2022-11-22,Male,13500,Volkswagen,Jetta,Auto,Red,16001,Passenger,Greenville,2022,11
2022-11-22,Male,13500,Buick,Regal,Auto,Pale white,46001,Passenger,Pasco,2022,11
2022-11-22,Male,1170000,Mercedes-b,C-class,Auto,Black,14001,Hatchback,Janesville,2022,11
2022-11-22,Female,1400000,Toyota,Sienna,Manual,Black,16001,Passenger,Scottsdale,2022,11
2022-11-22,Male,1390000,Ford,Mustang,Manual,Black,22001,Hatchback,Austin,2022,11
2022-11-22,Female,13500,Dodge,Viper,Auto,Red,41001,Suv,Janesville,2022,11
2022-11-22,Male,1471000,Jaguar,S-type,Manual,Red,21101,Passenger,Scottsdale,2022,11
2022-11-22,Male,746000,Mercedes-b,Slk,Manual,Black,26001,Passenger,Austin,2022,11
2022-11-22,Male,560000,Nissan,Xterra,Auto,Black,9001,Passenger,Middletown,2022,11
2022-11-22,Male,1650000,Ford,Mustang,Auto,Red,31001,Hatchback,Aurora,2022,11
2022-11-22,Male,460000,Dodge,Ram pickup,Manual,Pale white,16000,Hardtop,Aurora,2022,11
2022-11-22,Male,13500,Saturn,Sc,Auto,Red,12000,Hardtop,Austin,2022,11
2022-11-22,Male,1077500,Ford,Focus,Manual,Red,17751,Hardtop,Austin,2022,11
2022-11-22,Male,2800000,Ford,F-series,Manual,Red,13000,Passenger,Janesville,2022,11
2022-11-22,Male,13500,Jeep,Grand cherokee,Manual,Red,21000,Suv,Scottsdale,2022,11
2022-11-22,Female,711000,Honda,Accord,Manual,Red,14000,Sedan,Austin,2022,11
2022-11-22,Female,1060000,Bmw,328i,Auto,Black,18000,Sedan,Janesville,2022,11
2022-11-22,Male,325000,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Scottsdale,2022,11
2022-11-22,Male,521000,Pontiac,Sunfire,Auto,Black,18001,Sedan,Austin,2022,11
2022-11-22,Male,645000,Oldsmobile,Silhouette,Manual,Pale white,15001,Sedan,Middletown,2022,11
2022-11-22,Male,1160000,Volkswagen,Gti,Auto,Red,25001,Suv,Aurora,2022,11
2022-11-22,Female,955000,Plymouth,Prowler,Manual,Pale white,16001,Hatchback,Greenville,2022,11
2022-11-22,Female,662000,Chevrolet,Prizm,Manual,Black,16001,Hardtop,Janesville,2022,11
2022-11-22,Male,13500,Mercedes-b,Slk230,Auto,Black,33001,Hatchback,Janesville,2022,11
2022-11-22,Female,13500,Ford,Expedition,Auto,Black,26001,Suv,Scottsdale,2022,11
2022-11-22,Male,445000,Dodge,Durango,Auto,Black,19001,Suv,Austin,2022,11
2022-11-22,Male,1120000,Bmw,528i,Manual,Pale white,16000,Suv,Aurora,2022,11
2022-11-22,Male,1460000,Bmw,323i,Auto,Red,19000,Hatchback,Greenville,2022,11
2022-11-22,Male,13500,Mercedes-b,Slk230,Manual,Red,71000,Hatchback,Pasco,2022,11
2022-11-22,Male,500000,Oldsmobile,Bravada,Auto,Red,15000,Hatchback,Janesville,2022,11
2022-11-22,Male,531000,Audi,A6,Auto,Pale white,42000,Suv,Scottsdale,2022,11
2022-11-22,Male,508000,Dodge,Avenger,Auto,Red,39000,Passenger,Austin,2022,11
2022-11-22,Male,450000,Pontiac,Grand am,Auto,Pale white,26000,Suv,Middletown,2022,11
2022-11-22,Male,1360000,Cadillac,Seville,Manual,Pale white,17000,Hardtop,Austin,2022,11
2022-11-22,Male,3300000,Nissan,Xterra,Auto,Black,26000,Passenger,Greenville,2022,11
2022-11-22,Female,13500,Acura,Tl,Auto,Black,23000,Hatchback,Pasco,2022,11
2022-11-22,Male,700000,Lexus,Ls400,Manual,Red,13000,Sedan,Janesville,2022,11
2022-11-22,Female,910000,Mitsubishi,3000gt,Auto,Red,19000,Sedan,Scottsdale,2022,11
2022-11-22,Male,515000,Porsche,Carrera coupe,Manual,Pale white,26000,Hardtop,Aurora,2022,11
2022-11-22,Male,834500,Toyota,Sienna,Manual,Black,12500,Passenger,Middletown,2022,11
2022-11-22,Male,13500,Saturn,Sw,Manual,Black,36000,Passenger,Greenville,2022,11
2022-11-22,Male,13500,Honda,Cr-v,Auto,Red,12000,Suv,Pasco,2022,11
2022-11-22,Female,915000,Ford,Focus,Manual,Black,49000,Hardtop,Greenville,2022,11
2022-11-22,Male,1155000,Saturn,Sc,Auto,Black,33500,Hardtop,Aurora,2022,11
2022-11-22,Male,712000,Ford,F-series,Manual,Red,13000,Passenger,Austin,2022,11
2022-11-22,Male,685000,Ford,Contour,Auto,Red,19000,Sedan,Janesville,2022,11
2022-11-22,Male,741000,Dodge,Ram van,Manual,Red,24000,Hatchback,Scottsdale,2022,11
2022-11-22,Female,665000,Volkswagen,Gti,Manual,Black,25000,Suv,Austin,2022,11
2022-11-22,Female,967000,Lincoln,Continental,Manual,Red,82000,Passenger,Middletown,2022,11
2022-11-22,Female,13500,Volvo,S40,Auto,Red,29000,Sedan,Aurora,2022,11
2022-11-22,Male,865000,Mitsubishi,3000gt,Manual,Red,20000,Sedan,Greenville,2022,11
2022-11-22,Male,605000,Honda,Cr-v,Auto,Red,12000,Suv,Pasco,2022,11
2022-11-22,Male,1990000,Plymouth,Voyager,Manual,Red,20000,Passenger,Janesville,2022,11
2022-11-22,Male,1510000,Chevrolet,Cavalier,Manual,Pale white,20000,Suv,Scottsdale,2022,11
2022-11-23,Male,680000,Volkswagen,Jetta,Manual,Pale white,45001,Passenger,Middletown,2022,11
2022-11-23,Male,565000,Oldsmobile,Bravada,Auto,Red,19001,Hatchback,Aurora,2022,11
2022-11-23,Male,697500,Chrysler,Lhs,Auto,Pale white,20500,Hatchback,Greenville,2022,11
2022-11-23,Male,1550000,Lexus,Rx300,Manual,Black,18000,Hatchback,Pasco,2022,11
2022-11-23,Male,13500,Bmw,323i,Auto,Red,22000,Hatchback,Janesville,2022,11
2022-11-23,Male,1635000,Chrysler,Concorde,Auto,Black,12500,Hatchback,Austin,2022,11
2022-11-23,Male,13500,Saab,3-sep,Auto,Red,69000,Sedan,Austin,2022,11
2022-11-23,Male,13500,Lincoln,Continental,Manual,Pale white,27000,Passenger,Janesville,2022,11
2022-11-23,Male,1830000,Oldsmobile,Aurora,Auto,Red,24000,Passenger,Scottsdale,2022,11
2022-11-23,Female,1300000,Chevrolet,Malibu,Manual,Pale white,57000,Hatchback,Janesville,2022,11
2022-11-23,Female,2610000,Nissan,Sentra,Auto,Black,16001,Passenger,Janesville,2022,11
2022-11-23,Female,1985000,Ford,Crown victoria,Auto,Red,29501,Passenger,Scottsdale,2022,11
2022-11-23,Male,13500,Pontiac,Bonneville,Auto,Red,19001,Hatchback,Austin,2022,11
2022-11-23,Male,716000,Mercedes-b,Sl-class,Manual,Black,38001,Hardtop,Pasco,2022,11
2022-11-23,Male,2725000,Mercedes-b,C-class,Auto,Red,15501,Hatchback,Aurora,2022,11
2022-11-23,Male,3250000,Chevrolet,Corvette,Auto,Red,45001,Suv,Greenville,2022,11
2022-11-23,Male,1370000,Toyota,Corolla,Auto,Red,41001,Passenger,Pasco,2022,11
2022-11-23,Male,870000,Volkswagen,Passat,Auto,Red,13001,Hatchback,Janesville,2022,11
2022-11-23,Male,687500,Volkswagen,Cabrio,Auto,Pale white,17501,Sedan,Scottsdale,2022,11
2022-11-23,Male,552500,Chrysler,Sebring coupe,Auto,Pale white,46501,Sedan,Austin,2022,11
2022-11-23,Male,13500,Cadillac,Eldorado,Manual,Red,31001,Passenger,Middletown,2022,11
2022-11-23,Male,2620000,Toyota,Celica,Manual,Pale white,14001,Suv,Aurora,2022,11
2022-11-23,Male,1226000,Acura,Tl,Auto,Red,24601,Hatchback,Greenville,2022,11
2022-11-23,Male,825000,Mitsubishi,Diamante,Manual,Red,12001,Hatchback,Pasco,2022,11
2022-11-23,Male,1402000,Toyota,Corolla,Manual,Red,14201,Passenger,Janesville,2022,11
2022-11-23,Male,897000,Volvo,S40,Auto,Pale white,42001,Sedan,Scottsdale,2022,11
2022-11-23,Male,2670000,Chevrolet,Prizm,Auto,Black,16001,Hardtop,Middletown,2022,11
2022-11-23,Male,1240000,Buick,Park avenue,Auto,Black,61001,Hatchback,Middletown,2022,11
2022-11-23,Female,720000,Chevrolet,Malibu,Manual,Red,82001,Hardtop,Middletown,2022,11
2022-11-23,Male,855000,Saturn,Sw,Auto,Red,25001,Passenger,Greenville,2022,11
2022-11-23,Male,850000,Toyota,Celica,Auto,Pale white,25000,Suv,Aurora,2022,11
2022-11-23,Male,920000,Volkswagen,Jetta,Auto,Red,69000,Passenger,Greenville,2022,11
2022-11-23,Male,850000,Toyota,Camry,Manual,Black,34000,Hatchback,Pasco,2022,11
2022-11-23,Male,13500,Mercury,Cougar,Auto,Black,33000,Hatchback,Janesville,2022,11
2022-11-23,Male,975500,Nissan,Pathfinder,Auto,Pale white,75500,Hardtop,Scottsdale,2022,11
2022-11-23,Male,880000,Buick,Century,Auto,Pale white,17000,Hardtop,Austin,2022,11
2022-11-23,Male,495000,Honda,Civic,Manual,Black,43000,Hatchback,Pasco,2022,11
2022-11-23,Male,3750000,Honda,Cr-v,Auto,Pale white,22000,Suv,Janesville,2022,11
2022-11-23,Male,13500,Buick,Park avenue,Manual,Red,45000,Hatchback,Scottsdale,2022,11
2022-11-23,Male,1400000,Cadillac,Escalade,Manual,Black,34000,Sedan,Austin,2022,11
2022-11-23,Female,13500,Chevrolet,Lumina,Manual,Red,12000,Passenger,Austin,2022,11
2022-11-23,Male,13500,Volkswagen,Jetta,Auto,Red,16000,Passenger,Middletown,2022,11
2022-11-23,Female,13500,Mercedes-b,Slk,Manual,Pale white,17000,Passenger,Aurora,2022,11
2022-11-23,Male,1380000,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Greenville,2022,11
2022-11-23,Male,442000,Nissan,Pathfinder,Manual,Black,22000,Hardtop,Aurora,2022,11
2022-11-23,Male,2850000,Plymouth,Breeze,Auto,Pale white,22000,Hardtop,Pasco,2022,11
2022-11-23,Male,13500,Lincoln,Town car,Manual,Black,17000,Hatchback,Scottsdale,2022,11
2022-11-23,Male,2525000,Toyota,Celica,Manual,Pale white,14500,Suv,Austin,2022,11
2022-11-23,Male,1688000,Volvo,S70,Auto,Black,26800,Hardtop,Aurora,2022,11
2022-11-23,Male,13500,Ford,Crown victoria,Manual,Pale white,20000,Passenger,Aurora,2022,11
2022-11-24,Male,3695000,Toyota,Land cruiser,Auto,Red,12500,Suv,Scottsdale,2022,11
2022-11-24,Male,13500,Nissan,Pathfinder,Auto,Red,31000,Hatchback,Austin,2022,11
2022-11-24,Male,13500,Lincoln,Navigator,Manual,Pale white,33000,Sedan,Middletown,2022,11
2022-11-24,Male,536000,Dodge,Ram van,Auto,Pale white,12000,Hatchback,Aurora,2022,11
2022-11-24,Male,13500,Volvo,V40,Auto,Pale white,18000,Suv,Greenville,2022,11
2022-11-24,Male,3700000,Lexus,Es300,Auto,Pale white,27000,Hatchback,Pasco,2022,11
2022-11-24,Male,3775000,Mercedes-b,Cl500,Manual,Black,22500,Suv,Janesville,2022,11
2022-11-24,Male,1975000,Mitsubishi,Diamante,Manual,Red,12500,Hatchback,Scottsdale,2022,11
2022-11-24,Female,13500,Acura,Integra,Auto,Black,45000,Passenger,Austin,2022,11
2022-11-24,Male,13500,Mercury,Villager,Manual,Pale white,14000,Passenger,Middletown,2022,11
2022-11-24,Male,1070000,Ford,Windstar,Auto,Pale white,19001,Sedan,Middletown,2022,11
2022-11-24,Male,1925000,Volkswagen,Jetta,Auto,Red,33501,Passenger,Aurora,2022,11
2022-11-24,Male,995000,Honda,Odyssey,Manual,Pale white,54001,Passenger,Greenville,2022,11
2022-11-24,Male,1310000,Mercury,Cougar,Auto,Black,33001,Hatchback,Pasco,2022,11
2022-11-24,Male,640000,Plymouth,Breeze,Auto,Pale white,22001,Hardtop,Janesville,2022,11
2022-11-24,Male,1200000,Nissan,Quest,Manual,Black,12001,Suv,Scottsdale,2022,11
2022-11-24,Male,1095000,Dodge,Stratus,Manual,Red,25501,Hatchback,Austin,2022,11
2022-11-24,Male,640000,Toyota,Camry,Manual,Black,34001,Hatchback,Middletown,2022,11
2022-11-24,Male,1241000,Mercury,Villager,Manual,Pale white,14101,Passenger,Aurora,2022,11
2022-11-24,Male,1250000,Chevrolet,Metro,Manual,Pale white,13001,Passenger,Greenville,2022,11
2022-11-24,Male,1775000,Volvo,C70,Manual,Black,17501,Hatchback,Pasco,2022,11
2022-11-24,Male,785000,Chevrolet,Prizm,Auto,Pale white,42001,Hardtop,Middletown,2022,11
2022-11-24,Male,411000,Cadillac,Deville,Auto,Red,22001,Suv,Scottsdale,2022,11
2022-11-24,Male,1275000,Jaguar,S-type,Manual,Red,45501,Passenger,Austin,2022,11
2022-11-24,Male,1070000,Nissan,Pathfinder,Manual,Pale white,16001,Hardtop,Aurora,2022,11
2022-11-24,Male,1590000,Ford,Contour,Auto,Pale white,62001,Sedan,Aurora,2022,11
2022-11-24,Male,606000,Volkswagen,Jetta,Auto,Black,22001,Passenger,Greenville,2022,11
2022-11-24,Female,13500,Mercedes-b,Sl-class,Manual,Pale white,26001,Hardtop,Austin,2022,11
2022-11-24,Male,731000,Mercedes-b,Sl-class,Manual,Pale white,26001,Hardtop,Greenville,2022,11
2022-11-24,Female,253000,Bmw,328i,Auto,Black,16000,Sedan,Scottsdale,2022,11
2022-11-24,Male,370000,Jeep,Wrangler,Auto,Red,19000,Hatchback,Middletown,2022,11
2022-11-24,Male,627500,Volvo,S40,Auto,Pale white,42500,Sedan,Aurora,2022,11
2022-11-24,Male,2225000,Dodge,Ram pickup,Manual,Pale white,20500,Hardtop,Aurora,2022,11
2022-11-24,Male,710000,Chrysler,Lhs,Manual,Black,51000,Hatchback,Pasco,2022,11
2022-11-24,Male,485000,Volkswagen,Jetta,Auto,Red,22000,Passenger,Janesville,2022,11
2022-11-24,Male,310000,Pontiac,Grand prix,Auto,Pale white,42000,Passenger,Scottsdale,2022,11
2022-11-24,Male,3120000,Volkswagen,Jetta,Auto,Red,69000,Passenger,Austin,2022,11
2022-11-24,Female,393000,Nissan,Xterra,Auto,Black,26000,Passenger,Middletown,2022,11
2022-11-24,Male,13500,Porsche,Carrera coupe,Manual,Black,16000,Hardtop,Greenville,2022,11
2022-11-24,Male,2160000,Nissan,Quest,Auto,Pale white,32000,Suv,Greenville,2022,11
2022-11-24,Male,13500,Mercury,Grand marquis,Manual,Pale white,16000,Suv,Greenville,2022,11
2022-11-24,Female,701500,Oldsmobile,Silhouette,Auto,Black,22500,Sedan,Pasco,2022,11
2022-11-24,Male,2280000,Dodge,Dakota,Auto,Pale white,21000,Sedan,Janesville,2022,11
2022-11-24,Male,13500,Lexus,Ls400,Auto,Pale white,46000,Sedan,Scottsdale,2022,11
2022-11-24,Male,950000,Audi,A4,Manual,Pale white,12000,Hardtop,Scottsdale,2022,11
2022-11-24,Male,13500,Dodge,Caravan,Auto,Black,23000,Hardtop,Austin,2022,11
2022-11-24,Male,842000,Oldsmobile,Alero,Manual,Black,17000,Hardtop,Greenville,2022,11
2022-11-24,Male,530000,Oldsmobile,Bravada,Manual,Black,18000,Hatchback,Greenville,2022,11
2022-11-24,Female,815000,Nissan,Quest,Manual,Black,38000,Suv,Pasco,2022,11
2022-11-24,Female,585000,Mercedes-b,Cl500,Manual,Pale white,22000,Suv,Janesville,2022,11
2022-11-25,Male,1300000,Toyota,4runner,Auto,Red,35000,Sedan,Aurora,2022,11
2022-11-25,Male,729500,Saab,5-sep,Manual,Pale white,28501,Hatchback,Pasco,2022,11
2022-11-25,Male,460000,Subaru,Outback,Auto,Red,57000,Suv,Austin,2022,11
2022-11-25,Male,815000,Pontiac,Grand am,Auto,Red,31000,Suv,Pasco,2022,11
2022-11-25,Male,410000,Mercedes-b,Cl500,Manual,Pale white,22000,Suv,Scottsdale,2022,11
2022-11-26,Male,1390000,Toyota,Camry,Manual,Black,34000,Hatchback,Greenville,2022,11
2022-11-26,Male,4250000,Mitsubishi,Montero sport,Manual,Black,42000,Hatchback,Pasco,2022,11
2022-11-26,Female,13500,Nissan,Frontier,Auto,Pale white,26000,Hatchback,Janesville,2022,11
2022-11-26,Male,2905000,Ford,Ranger,Auto,Black,61500,Hatchback,Austin,2022,11
2022-11-26,Male,1300000,Dodge,Ram pickup,Auto,Pale white,45000,Hatchback,Austin,2022,11
2022-11-26,Male,1725000,Chevrolet,Metro,Manual,Pale white,13500,Passenger,Middletown,2022,11
2022-11-26,Male,13500,Mercedes-b,Slk230,Manual,Pale white,14001,Hatchback,Janesville,2022,11
2022-11-26,Male,973000,Nissan,Xterra,Manual,Red,31001,Passenger,Scottsdale,2022,11
2022-11-26,Female,1100000,Ford,Crown victoria,Auto,Red,29001,Passenger,Austin,2022,11
2022-11-26,Male,560000,Lexus,Ls400,Manual,Red,25001,Sedan,Middletown,2022,11
2022-11-26,Female,615000,Mercedes-b,Cl500,Manual,Red,29001,Suv,Aurora,2022,11
2022-11-26,Male,565000,Lexus,Gs400,Auto,Black,12001,Hatchback,Greenville,2022,11
2022-11-26,Female,870000,Buick,Park avenue,Auto,Pale white,62000,Hatchback,Middletown,2022,11
2022-11-26,Male,1000000,Ford,Taurus,Manual,Black,69000,Suv,Aurora,2022,11
2022-11-26,Male,980000,Chevrolet,Cavalier,Manual,Red,20000,Suv,Greenville,2022,11
2022-11-26,Male,13500,Acura,Tl,Auto,Black,28001,Hatchback,Pasco,2022,11
2022-11-26,Male,520000,Mercury,Grand marquis,Manual,Pale white,16001,Suv,Janesville,2022,11
2022-11-26,Female,545000,Chrysler,Concorde,Manual,Pale white,28001,Hardtop,Pasco,2022,11
2022-11-26,Male,13500,Jeep,Wrangler,Auto,Red,13000,Hatchback,Janesville,2022,11
2022-11-26,Male,13500,Ford,Taurus,Manual,Black,69000,Suv,Scottsdale,2022,11
2022-11-26,Male,720000,Bmw,328i,Manual,Red,21000,Sedan,Austin,2022,11
2022-11-26,Male,1370000,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Janesville,2022,11
2022-11-26,Male,757000,Mercury,Villager,Auto,Black,28000,Passenger,Scottsdale,2022,11
2022-11-26,Male,740600,Oldsmobile,Bravada,Auto,Black,26600,Hatchback,Austin,2022,11
2022-11-26,Male,1325000,Chevrolet,Cavalier,Manual,Red,20500,Suv,Austin,2022,11
2022-11-26,Male,13500,Jaguar,S-type,Auto,Black,27000,Passenger,Middletown,2022,11
2022-11-26,Female,13500,Ford,F-series,Manual,Pale white,14000,Passenger,Aurora,2022,11
2022-11-26,Male,875000,Nissan,Quest,Manual,Black,38000,Suv,Greenville,2022,11
2022-11-26,Female,467000,Nissan,Maxima,Manual,Red,16000,Sedan,Pasco,2022,11
2022-11-26,Male,726000,Toyota,Celica,Auto,Pale white,31000,Suv,Janesville,2022,11
2022-11-27,Male,13500,Subaru,Forester,Auto,Black,22000,Hatchback,Aurora,2022,11
2022-11-27,Male,2266000,Volkswagen,Passat,Manual,Pale white,12600,Hatchback,Greenville,2022,11
2022-11-27,Male,2910000,Toyota,4runner,Auto,Red,35000,Sedan,Pasco,2022,11
2022-11-27,Male,13500,Oldsmobile,Silhouette,Auto,Black,22000,Sedan,Janesville,2022,11
2022-11-27,Male,2100000,Porsche,Carrera coupe,Manual,Pale white,26000,Hatchback,Austin,2022,11
2022-11-27,Male,2700000,Saturn,Lw,Manual,Pale white,13000,Hatchback,Austin,2022,11
2022-11-27,Female,13500,Buick,Park avenue,Auto,Pale white,62000,Hatchback,Middletown,2022,11
2022-11-27,Female,13500,Chevrolet,Metro,Auto,Pale white,19000,Passenger,Aurora,2022,11
2022-11-27,Female,760000,Chevrolet,Lumina,Manual,Pale white,26000,Passenger,Greenville,2022,11
2022-11-27,Male,800000,Saab,3-sep,Auto,Black,18000,Sedan,Pasco,2022,11
2022-11-27,Male,1750000,Cadillac,Seville,Manual,Black,44000,Hatchback,Janesville,2022,11
2022-11-27,Male,1761000,Nissan,Frontier,Manual,Pale white,12100,Hatchback,Scottsdale,2022,11
2022-11-27,Male,13500,Chevrolet,Lumina,Manual,Black,10000,Passenger,Austin,2022,11
2022-11-27,Female,13500,Oldsmobile,Silhouette,Manual,Red,34000,Sedan,Middletown,2022,11
2022-11-27,Male,2600000,Dodge,Stratus,Auto,Red,31000,Hatchback,Aurora,2022,11
2022-11-27,Male,1302500,Chevrolet,Malibu,Manual,Red,82250,Hatchback,Greenville,2022,11
2022-11-27,Female,1900000,Hyundai,Sonata,Manual,Black,15000,Suv,Pasco,2022,11
2022-11-27,Male,895000,Volkswagen,Beetle,Auto,Red,45000,Hardtop,Austin,2022,11
2022-11-27,Male,13500,Mitsubishi,Diamante,Manual,Red,19001,Hatchback,Janesville,2022,11
2022-11-27,Male,548000,Pontiac,Bonneville,Auto,Red,19001,Hatchback,Scottsdale,2022,11
2022-11-27,Female,555000,Mitsubishi,Diamante,Auto,Pale white,21001,Hatchback,Austin,2022,11
2022-11-27,Male,716000,Nissan,Frontier,Manual,Pale white,20001,Hatchback,Janesville,2022,11
2022-11-27,Male,1460000,Chevrolet,Prizm,Auto,Pale white,42001,Hardtop,Scottsdale,2022,11
2022-11-27,Female,490000,Acura,Rl,Manual,Red,17001,Suv,Austin,2022,11
2022-11-27,Male,555000,Chrysler,Lhs,Auto,Black,26001,Hatchback,Middletown,2022,11
2022-11-27,Male,13500,Lincoln,Continental,Manual,Black,18001,Passenger,Aurora,2022,11
2022-11-27,Male,730000,Nissan,Xterra,Auto,Black,9001,Passenger,Greenville,2022,11
2022-11-27,Female,1700000,Nissan,Pathfinder,Manual,Pale white,16001,Hardtop,Austin,2022,11
2022-11-27,Male,702500,Ford,F-series,Manual,Red,13501,Passenger,Janesville,2022,11
2022-11-27,Male,13500,Jeep,Grand cherokee,Manual,Red,21001,Suv,Scottsdale,2022,11
2022-11-27,Male,505000,Honda,Accord,Manual,Red,14001,Sedan,Austin,2022,11
2022-11-27,Male,766000,Bmw,328i,Auto,Black,18001,Sedan,Middletown,2022,11
2022-11-27,Male,370000,Volkswagen,Cabrio,Auto,Black,16001,Sedan,Aurora,2022,11
2022-11-27,Male,488000,Pontiac,Sunfire,Auto,Black,18001,Sedan,Greenville,2022,11
2022-11-27,Male,585000,Dodge,Intrepid,Manual,Black,11001,Sedan,Austin,2022,11
2022-11-27,Male,1295000,Nissan,Maxima,Manual,Pale white,22501,Sedan,Janesville,2022,11
2022-11-27,Male,720000,Dodge,Avenger,Auto,Red,22001,Passenger,Scottsdale,2022,11
2022-11-27,Male,732500,Chevrolet,Corvette,Manual,Pale white,22501,Suv,Austin,2022,11
2022-11-27,Male,13500,Volkswagen,Beetle,Manual,Red,21001,Hardtop,Austin,2022,11
2022-11-27,Female,847000,Subaru,Forester,Auto,Black,22001,Hardtop,Middletown,2022,11
2022-11-27,Male,980000,Dodge,Intrepid,Manual,Black,11001,Sedan,Greenville,2022,11
2022-11-27,Male,840000,Hyundai,Elantra,Manual,Pale white,26001,Sedan,Pasco,2022,11
2022-11-27,Male,1001000,Mitsubishi,Diamante,Manual,Red,19101,Hatchback,Janesville,2022,11
2022-11-27,Male,891000,Lexus,Gs400,Auto,Pale white,31001,Hatchback,Scottsdale,2022,11
2022-11-27,Female,580000,Porsche,Carrera cabrio,Auto,Pale white,32001,Passenger,Austin,2022,11
2022-11-27,Male,800000,Dodge,Ram van,Auto,Red,31000,Hatchback,Middletown,2022,11
2022-11-27,Male,1575000,Mercury,Sable,Manual,Red,61500,Sedan,Aurora,2022,11
2022-11-27,Male,280000,Toyota,Land cruiser,Auto,Black,21000,Suv,Greenville,2022,11
2022-11-27,Male,1467000,Mercury,Villager,Manual,Pale white,14700,Passenger,Pasco,2022,11
2022-11-27,Male,770000,Nissan,Frontier,Auto,Pale white,18000,Hatchback,Janesville,2022,11
